Path,Family (abbr.),Family (in full),Instrument (abbr.),Instrument (in full),Technique (abbr.),Technique (in full),Pitch,Pitch ID (if applicable),Dynamics,Dynamics ID (if applicable),Instance ID,Mute (abbr.),Mute (in full),String ID (if applicable),Needed digital retuning,Fold
Strings/Violin+sordina/tremolo/Vn+S-trem-C5-mf-3c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,C5,72.0,mf,2.0,2.0,S,Sordina,3.0,False,2
Strings/Violin+sordina/tremolo/Vn+S-trem-C5-pp-2c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,C5,72.0,pp,0.0,1.0,S,Sordina,2.0,False,3
Strings/Violin+sordina/tremolo/Vn+S-trem-C5-pp-3c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,C5,72.0,pp,0.0,2.0,S,Sordina,3.0,True,4
Strings/Violin+sordina/tremolo/Vn+S-trem-C6-ff-1c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,C6,84.0,ff,4.0,0.0,S,Sordina,1.0,False,1
Strings/Violin+sordina/tremolo/Vn+S-trem-C6-ff-2c-T11d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,C6,84.0,ff,4.0,1.0,S,Sordina,2.0,True,1
Strings/Violin+sordina/tremolo/Vn+S-trem-C6-mf-1c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,C6,84.0,mf,2.0,0.0,S,Sordina,1.0,True,3
Strings/Violin+sordina/tremolo/Vn+S-trem-C6-mf-2c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,C6,84.0,mf,2.0,1.0,S,Sordina,2.0,True,2
Strings/Violin+sordina/tremolo/Vn+S-trem-C6-pp-1c-T16d_R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,C6,84.0,pp,0.0,0.0,S,Sordina,1.0,True,1
Strings/Violin+sordina/tremolo/Vn+S-trem-C6-pp-2c-R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,C6,84.0,pp,0.0,1.0,S,Sordina,2.0,True,1
Strings/Violin+sordina/tremolo/Vn+S-trem-C7-mf-1c-T19d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,C7,96.0,mf,2.0,0.0,S,Sordina,1.0,True,2
Strings/Violin+sordina/tremolo/Vn+S-trem-D#4-ff-4c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D#4,63.0,ff,4.0,3.0,S,Sordina,4.0,False,4
Strings/Violin+sordina/tremolo/Vn+S-trem-D#4-mf-3c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D#4,63.0,mf,2.0,2.0,S,Sordina,3.0,False,1
Strings/Violin+sordina/tremolo/Vn+S-trem-D#4-mf-4c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D#4,63.0,mf,2.0,3.0,S,Sordina,4.0,True,0
Strings/Violin+sordina/tremolo/Vn+S-trem-D#4-pp-3c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D#4,63.0,pp,0.0,2.0,S,Sordina,3.0,True,2
Strings/Violin+sordina/tremolo/Vn+S-trem-D#4-pp-4c-R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D#4,63.0,pp,0.0,3.0,S,Sordina,4.0,True,3
Strings/Violin+sordina/tremolo/Vn+S-trem-D#5-ff-2c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D#5,75.0,ff,4.0,1.0,S,Sordina,2.0,True,4
Strings/Violin+sordina/tremolo/Vn+S-trem-D#5-ff-3c-R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D#5,75.0,ff,4.0,2.0,S,Sordina,3.0,True,0
Strings/Violin+sordina/tremolo/Vn+S-trem-D#5-mf-2c-R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D#5,75.0,mf,2.0,1.0,S,Sordina,2.0,True,1
Strings/Violin+sordina/tremolo/Vn+S-trem-D#5-mf-3c-T13d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D#5,75.0,mf,2.0,2.0,S,Sordina,3.0,True,2
Strings/Violin+sordina/tremolo/Vn+S-trem-D#5-pp-2c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D#5,75.0,pp,0.0,1.0,S,Sordina,2.0,False,3
Strings/Violin+sordina/tremolo/Vn+S-trem-D#5-pp-3c-T11d_R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D#5,75.0,pp,0.0,2.0,S,Sordina,3.0,True,2
Strings/Violin+sordina/tremolo/Vn+S-trem-D#6-ff-1c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D#6,87.0,ff,4.0,0.0,S,Sordina,1.0,False,0
Strings/Violin+sordina/tremolo/Vn+S-trem-D#6-mf-1c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D#6,87.0,mf,2.0,0.0,S,Sordina,1.0,True,0
Strings/Violin+sordina/tremolo/Vn+S-trem-D#6-pp-1c-R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D#6,87.0,pp,0.0,0.0,S,Sordina,1.0,True,4
Strings/Violin+sordina/tremolo/Vn+S-trem-D4-ff-4c-R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D4,62.0,ff,4.0,3.0,S,Sordina,4.0,True,1
Strings/Violin+sordina/tremolo/Vn+S-trem-D4-mf-4c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D4,62.0,mf,2.0,3.0,S,Sordina,4.0,False,1
Strings/Violin+sordina/tremolo/Vn+S-trem-D4-pp-3c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D4,62.0,pp,0.0,2.0,S,Sordina,3.0,False,1
Strings/Violin+sordina/tremolo/Vn+S-trem-D4-pp-4c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D4,62.0,pp,0.0,3.0,S,Sordina,4.0,True,3
Strings/Violin+sordina/tremolo/Vn+S-trem-D5-ff-2c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D5,74.0,ff,4.0,1.0,S,Sordina,2.0,False,4
Strings/Violin+sordina/tremolo/Vn+S-trem-D5-ff-3c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D5,74.0,ff,4.0,2.0,S,Sordina,3.0,True,4
Strings/Violin+sordina/tremolo/Vn+S-trem-D5-mf-2c-T10u_R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D5,74.0,mf,2.0,1.0,S,Sordina,2.0,True,2
Strings/Violin+sordina/tremolo/Vn+S-trem-D5-mf-3c-T13d_R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D5,74.0,mf,2.0,2.0,S,Sordina,3.0,True,0
Strings/Violin+sordina/tremolo/Vn+S-trem-D5-pp-2c-R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D5,74.0,pp,0.0,1.0,S,Sordina,2.0,True,3
Strings/Violin+sordina/tremolo/Vn+S-trem-D5-pp-3c-T11d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D5,74.0,pp,0.0,2.0,S,Sordina,3.0,True,3
Strings/Violin+sordina/tremolo/Vn+S-trem-D6-ff-1c-R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D6,86.0,ff,4.0,0.0,S,Sordina,1.0,True,4
Strings/Violin+sordina/tremolo/Vn+S-trem-D6-mf-1c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D6,86.0,mf,2.0,0.0,S,Sordina,1.0,False,2
Strings/Violin+sordina/tremolo/Vn+S-trem-D6-mf-2c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D6,86.0,mf,2.0,1.0,S,Sordina,2.0,False,1
Strings/Violin+sordina/tremolo/Vn+S-trem-D6-pp-1c-T16d_R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,D6,86.0,pp,0.0,0.0,S,Sordina,1.0,True,4
Strings/Violin+sordina/tremolo/Vn+S-trem-E4-ff-3c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,E4,64.0,ff,4.0,2.0,S,Sordina,3.0,False,0
Strings/Violin+sordina/tremolo/Vn+S-trem-E4-ff-4c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,E4,64.0,ff,4.0,3.0,S,Sordina,4.0,True,2
Strings/Violin+sordina/tremolo/Vn+S-trem-E4-mf-3c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,E4,64.0,mf,2.0,2.0,S,Sordina,3.0,True,3
Strings/Violin+sordina/tremolo/Vn+S-trem-E4-mf-4c-T14d_R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,E4,64.0,mf,2.0,3.0,S,Sordina,4.0,True,3
Strings/Violin+sordina/tremolo/Vn+S-trem-E4-pp-3c-T13d_R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,E4,64.0,pp,0.0,2.0,S,Sordina,3.0,True,3
Strings/Violin+sordina/tremolo/Vn+S-trem-E4-pp-4c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,E4,64.0,pp,0.0,3.0,S,Sordina,4.0,False,2
Strings/Violin+sordina/tremolo/Vn+S-trem-E5-ff-2c-R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,E5,76.0,ff,4.0,1.0,S,Sordina,2.0,True,4
Strings/Violin+sordina/tremolo/Vn+S-trem-E5-ff-3c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,E5,76.0,ff,4.0,2.0,S,Sordina,3.0,False,4
Strings/Violin+sordina/tremolo/Vn+S-trem-E5-mf-2c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,E5,76.0,mf,2.0,1.0,S,Sordina,2.0,False,2
Strings/Violin+sordina/tremolo/Vn+S-trem-E5-pp-1c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,E5,76.0,pp,0.0,0.0,S,Sordina,1.0,False,4
Strings/Violin+sordina/tremolo/Vn+S-trem-E5-pp-2c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,E5,76.0,pp,0.0,1.0,S,Sordina,2.0,True,4
Strings/Violin+sordina/tremolo/Vn+S-trem-E5-pp-3c-T10d_R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,E5,76.0,pp,0.0,2.0,S,Sordina,3.0,True,4
Strings/Violin+sordina/tremolo/Vn+S-trem-E6-ff-1c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,E6,88.0,ff,4.0,0.0,S,Sordina,1.0,True,1
Strings/Violin+sordina/tremolo/Vn+S-trem-E6-mf-1c-R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,E6,88.0,mf,2.0,0.0,S,Sordina,1.0,True,1
Strings/Violin+sordina/tremolo/Vn+S-trem-E6-pp-1c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,E6,88.0,pp,0.0,0.0,S,Sordina,1.0,False,4
Strings/Violin+sordina/tremolo/Vn+S-trem-F#4-ff-3c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F#4,66.0,ff,4.0,2.0,S,Sordina,3.0,False,3
Strings/Violin+sordina/tremolo/Vn+S-trem-F#4-ff-4c-T10d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F#4,66.0,ff,4.0,3.0,S,Sordina,4.0,True,2
Strings/Violin+sordina/tremolo/Vn+S-trem-F#4-mf-3c-R300d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F#4,66.0,mf,2.0,2.0,S,Sordina,3.0,True,1
Strings/Violin+sordina/tremolo/Vn+S-trem-F#4-mf-4c-T14d_R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F#4,66.0,mf,2.0,3.0,S,Sordina,4.0,True,3
Strings/Violin+sordina/tremolo/Vn+S-trem-F#4-pp-3c-T13d_R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F#4,66.0,pp,0.0,2.0,S,Sordina,3.0,True,0
Strings/Violin+sordina/tremolo/Vn+S-trem-F#4-pp-4c-T11d_R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F#4,66.0,pp,0.0,3.0,S,Sordina,4.0,True,4
Strings/Violin+sordina/tremolo/Vn+S-trem-F#5-ff-1c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F#5,78.0,ff,4.0,0.0,S,Sordina,1.0,False,1
Strings/Violin+sordina/tremolo/Vn+S-trem-F#5-ff-2c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F#5,78.0,ff,4.0,1.0,S,Sordina,2.0,True,3
Strings/Violin+sordina/tremolo/Vn+S-trem-F#5-mf-1c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F#5,78.0,mf,2.0,0.0,S,Sordina,1.0,True,1
Strings/Violin+sordina/tremolo/Vn+S-trem-F#5-mf-2c-R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F#5,78.0,mf,2.0,1.0,S,Sordina,2.0,True,0
Strings/Violin+sordina/tremolo/Vn+S-trem-F#5-pp-1c-R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F#5,78.0,pp,0.0,0.0,S,Sordina,1.0,True,3
Strings/Violin+sordina/tremolo/Vn+S-trem-F#5-pp-2c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F#5,78.0,pp,0.0,1.0,S,Sordina,2.0,False,4
Strings/Violin+sordina/tremolo/Vn+S-trem-F#6-ff-1c-T18d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F#6,90.0,ff,4.0,0.0,S,Sordina,1.0,True,3
Strings/Violin+sordina/tremolo/Vn+S-trem-F#6-mf-1c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F#6,90.0,mf,2.0,0.0,S,Sordina,1.0,True,1
Strings/Violin+sordina/tremolo/Vn+S-trem-F#6-pp-1c-T11d_R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F#6,90.0,pp,0.0,0.0,S,Sordina,1.0,True,2
Strings/Violin+sordina/tremolo/Vn+S-trem-F4-ff-3c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F4,65.0,ff,4.0,2.0,S,Sordina,3.0,True,3
Strings/Violin+sordina/tremolo/Vn+S-trem-F4-ff-4c-T10d_R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F4,65.0,ff,4.0,3.0,S,Sordina,4.0,True,1
Strings/Violin+sordina/tremolo/Vn+S-trem-F4-mf-3c-R200u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F4,65.0,mf,2.0,2.0,S,Sordina,3.0,True,0
Strings/Violin+sordina/tremolo/Vn+S-trem-F4-mf-4c-T14d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F4,65.0,mf,2.0,3.0,S,Sordina,4.0,True,2
Strings/Violin+sordina/tremolo/Vn+S-trem-F4-pp-3c-T13d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F4,65.0,pp,0.0,2.0,S,Sordina,3.0,True,3
Strings/Violin+sordina/tremolo/Vn+S-trem-F4-pp-4c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F4,65.0,pp,0.0,3.0,S,Sordina,4.0,True,3
Strings/Violin+sordina/tremolo/Vn+S-trem-F5-ff-2c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F5,77.0,ff,4.0,1.0,S,Sordina,2.0,False,4
Strings/Violin+sordina/tremolo/Vn+S-trem-F5-mf-1c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F5,77.0,mf,2.0,0.0,S,Sordina,1.0,False,1
Strings/Violin+sordina/tremolo/Vn+S-trem-F5-mf-2c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F5,77.0,mf,2.0,1.0,S,Sordina,2.0,True,0
Strings/Violin+sordina/tremolo/Vn+S-trem-F5-pp-1c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F5,77.0,pp,0.0,0.0,S,Sordina,1.0,True,2
Strings/Violin+sordina/tremolo/Vn+S-trem-F5-pp-2c-R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F5,77.0,pp,0.0,1.0,S,Sordina,2.0,True,4
Strings/Violin+sordina/tremolo/Vn+S-trem-F5-pp-3c-T10d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F5,77.0,pp,0.0,2.0,S,Sordina,3.0,True,3
Strings/Violin+sordina/tremolo/Vn+S-trem-F6-ff-1c-T18d_R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F6,89.0,ff,4.0,0.0,S,Sordina,1.0,True,1
Strings/Violin+sordina/tremolo/Vn+S-trem-F6-mf-1c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F6,89.0,mf,2.0,0.0,S,Sordina,1.0,False,0
Strings/Violin+sordina/tremolo/Vn+S-trem-F6-pp-1c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,F6,89.0,pp,0.0,0.0,S,Sordina,1.0,True,2
Strings/Violin+sordina/tremolo/Vn+S-trem-G#3-mf-4c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G#3,56.0,mf,2.0,3.0,S,Sordina,4.0,False,3
Strings/Violin+sordina/tremolo/Vn+S-trem-G#3-pp-4c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G#3,56.0,pp,0.0,3.0,S,Sordina,4.0,True,3
Strings/Violin+sordina/tremolo/Vn+S-trem-G#4-ff-3c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G#4,68.0,ff,4.0,2.0,S,Sordina,3.0,True,2
Strings/Violin+sordina/tremolo/Vn+S-trem-G#4-ff-4c-R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G#4,68.0,ff,4.0,3.0,S,Sordina,4.0,True,0
Strings/Violin+sordina/tremolo/Vn+S-trem-G#4-mf-3c-R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G#4,68.0,mf,2.0,2.0,S,Sordina,3.0,True,2
Strings/Violin+sordina/tremolo/Vn+S-trem-G#4-mf-4c-T13d_R300d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G#4,68.0,mf,2.0,3.0,S,Sordina,4.0,True,2
Strings/Violin+sordina/tremolo/Vn+S-trem-G#4-pp-3c-T11d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G#4,68.0,pp,0.0,2.0,S,Sordina,3.0,True,0
Strings/Violin+sordina/tremolo/Vn+S-trem-G#4-pp-4c-T11d_R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G#4,68.0,pp,0.0,3.0,S,Sordina,4.0,True,2
Strings/Violin+sordina/tremolo/Vn+S-trem-G#5-ff-1c-R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G#5,80.0,ff,4.0,0.0,S,Sordina,1.0,True,1
Strings/Violin+sordina/tremolo/Vn+S-trem-G#5-ff-2c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G#5,80.0,ff,4.0,1.0,S,Sordina,2.0,False,0
Strings/Violin+sordina/tremolo/Vn+S-trem-G#5-mf-1c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G#5,80.0,mf,2.0,0.0,S,Sordina,1.0,False,2
Strings/Violin+sordina/tremolo/Vn+S-trem-G#5-mf-2c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G#5,80.0,mf,2.0,1.0,S,Sordina,2.0,True,2
Strings/Violin+sordina/tremolo/Vn+S-trem-G#5-pp-1c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G#5,80.0,pp,0.0,0.0,S,Sordina,1.0,True,0
Strings/Violin+sordina/tremolo/Vn+S-trem-G#5-pp-2c-R200u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G#5,80.0,pp,0.0,1.0,S,Sordina,2.0,True,4
Strings/Violin+sordina/tremolo/Vn+S-trem-G#6-ff-1c-R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G#6,92.0,ff,4.0,0.0,S,Sordina,1.0,True,1
Strings/Violin+sordina/tremolo/Vn+S-trem-G#6-mf-1c-T25d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G#6,92.0,mf,2.0,0.0,S,Sordina,1.0,True,0
Strings/Violin+sordina/tremolo/Vn+S-trem-G#6-pp-1c-T11d_R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G#6,92.0,pp,0.0,0.0,S,Sordina,1.0,True,2
Strings/Violin+sordina/tremolo/Vn+S-trem-G3-pp-4c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G3,55.0,pp,0.0,3.0,S,Sordina,4.0,False,1
Strings/Violin+sordina/tremolo/Vn+S-trem-G4-ff-3c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G4,67.0,ff,4.0,2.0,S,Sordina,3.0,False,2
Strings/Violin+sordina/tremolo/Vn+S-trem-G4-ff-4c-T10d_R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G4,67.0,ff,4.0,3.0,S,Sordina,4.0,True,3
Strings/Violin+sordina/tremolo/Vn+S-trem-G4-mf-3c-R200d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G4,67.0,mf,2.0,2.0,S,Sordina,3.0,True,3
Strings/Violin+sordina/tremolo/Vn+S-trem-G4-mf-4c-T14d_R200u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G4,67.0,mf,2.0,3.0,S,Sordina,4.0,True,1
Strings/Violin+sordina/tremolo/Vn+S-trem-G4-pp-3c-T11d_R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G4,67.0,pp,0.0,2.0,S,Sordina,3.0,True,4
Strings/Violin+sordina/tremolo/Vn+S-trem-G4-pp-4c-T11d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G4,67.0,pp,0.0,3.0,S,Sordina,4.0,True,0
Strings/Violin+sordina/tremolo/Vn+S-trem-G5-ff-1c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G5,79.0,ff,4.0,0.0,S,Sordina,1.0,True,4
Strings/Violin+sordina/tremolo/Vn+S-trem-G5-ff-2c-R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G5,79.0,ff,4.0,1.0,S,Sordina,2.0,True,2
Strings/Violin+sordina/tremolo/Vn+S-trem-G5-mf-1c-R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G5,79.0,mf,2.0,0.0,S,Sordina,1.0,True,0
Strings/Violin+sordina/tremolo/Vn+S-trem-G5-mf-2c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G5,79.0,mf,2.0,1.0,S,Sordina,2.0,False,0
Strings/Violin+sordina/tremolo/Vn+S-trem-G5-pp-1c-N.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G5,79.0,pp,0.0,0.0,S,Sordina,1.0,False,3
Strings/Violin+sordina/tremolo/Vn+S-trem-G5-pp-2c-R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G5,79.0,pp,0.0,1.0,S,Sordina,2.0,True,4
Strings/Violin+sordina/tremolo/Vn+S-trem-G6-ff-1c-T18d_R100u.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G6,91.0,ff,4.0,0.0,S,Sordina,1.0,True,1
Strings/Violin+sordina/tremolo/Vn+S-trem-G6-mf-1c-T25d_R100d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G6,91.0,mf,2.0,0.0,S,Sordina,1.0,True,0
Strings/Violin+sordina/tremolo/Vn+S-trem-G6-pp-1c-T11d.wav,Strings,Violin Family,Vn,Violin,trem,tremolo,G6,91.0,pp,0.0,0.0,S,Sordina,1.0,True,1
Strings/Violin+sordina_piombo/ordinario/Vn+SP-ord-A#3-mf-4c-T10u.wav,Strings,Violin Family,Vn,Violin,ord,ordinario,A#3,58.0,mf,2.0,3.0,SP,Piombo,4.0,True,4
Strings/Violin+sordina_piombo/ordinario/Vn+SP-ord-A#4-mf-2c-T10u.wav,Strings,Violin Family,Vn,Violin,ord,ordinario,A#4,70.0,mf,2.0,1.0,SP,Piombo,2.0,True,2
Strings/Violin+sordina_piombo/ordinario/Vn+SP-ord-A#5-mf-1c-N.wav,Strings,Violin Family,Vn,Violin,ord,ordinario,A#5,82.0,mf,2.0,0.0,SP,Piombo,1.0,False,2
Strings/Violin+sordina_piombo/ordinario/Vn+SP-ord-A#6-mf-1c-R100u.wav,Strings,Violin Family,Vn,Violin,ord,ordinario,A#6,94.0,mf,2.0,0.0,SP,Piombo,1.0,True,0
Strings/Violin+sordina_piombo/ordinario/Vn+SP-ord-A3-mf-4c-N.wav,Strings,Violin Family,Vn,Violin,ord,ordinario,A3,57.0,mf,2.0,3.0,SP,Piombo,4.0,False,0
Strings/Violin+sordina_piombo/ordinario/Vn+SP-ord-A4-mf-3c-N.wav,Strings,Violin Family,Vn,Violin,ord,ordinario,A4,69.0,mf,2.0,2.0,SP,Piombo,3.0,False,2
Strings/Violin+sordina_piombo/ordinario/Vn+SP-ord-A5-mf-1c-N.wav,Strings,Violin Family,Vn,Violin,ord,ordinario,A5,81.0,mf,2.0,0.0,SP,Piombo,1.0,False,0
Strings/Violin+sordina_piombo/ordinario/Vn+SP-ord-A6-mf-1c-N.wav,Strings,Violin Family,Vn,Violin,ord,ordinario,A6,93.0,mf,2.0,0.0,SP,Piombo,1.0,False,2
Strings/Violin+sordina_piombo/ordinario/Vn+SP-ord-B3-mf-4c-N.wav,Strings,Violin Family,Vn,Violin,ord,ordinario,B3,59.0,mf,2.0,3.0,SP,Piombo,4.0,False,0
Strings/Violin+sordina_piombo/ordinario/Vn+SP-ord-B4-mf-2c-N.wav,Strings,Violin Family,Vn,Violin,ord,ordinario,B4,71.0,mf,2.0,1.0,SP,Piombo,2.0,False,0
Strings/Violin+sordina_piombo/ordinario/Vn+SP-ord-B5-mf-1c-R100u.wav,Strings,Violin Family,Vn,Violin,ord,ordinario,B5,83.0,mf,2.0,0.0,SP,Piombo,1.0,True,3
Strings/Violin+sordina_piombo/ordinario/Vn+SP-ord-B6-mf-1c-T14d.wav,Strings,Violin Family,Vn,Violin,ord,ordinario,B6,95.0,mf,2.0,0.0,SP,Piombo,1.0,True,1
Strings/Violin+sordina_piombo/ordinario/Vn+SP-ord-C#4-mf-4c-N.wav,Strings,Violin Family,Vn,Violin,ord,ordinario,C#4,61.0,mf,2.0,3.0,SP,Piombo,4.0,False,2
Strings/Violin+sordina_piombo/ordinario/Vn+SP-ord-C#5-mf-2c-N.wav,Strings,Violin Family,Vn,Violin,ord,ordinario,C#5,73.0,mf,2.0,1.0,SP,Piombo,2.0,False,1
Strings/Violin+sordina_piombo/ordinario/Vn+SP-ord-C#6-mf-1c-N.wav,Strings,Violin Family,Vn,Violin,ord,ordinario,C#6,85.0,mf,2.0,0.0,SP,Piombo,1.0,False,3
Strings/Violin+sordina_piombo/ordinario/Vn+SP-ord-C4-mf-4c-N.wav,Strings,Violin Family,Vn,Violin,ord,ordinario,C4,60.0,mf,2.0,3.0,SP,Piombo,4.0,False,3
Strings/Violin+sordina_piombo/ordinario/Vn+SP-ord-C5-mf-2c-N.wav,Strings,Violin Family,Vn,Violin,ord,ordinario,C5,72.0,mf,2.0,1.0,SP,Piombo,2.0,False,2
Strings/Violin+sordina_piombo/ordinario/Vn+SP-ord-C6-mf-1c-N.wav,Strings,Violin Family,Vn,Violin,ord,ordinario,C6,84.0,mf,2.0,0.0,SP,Piombo,1.0,False,1
Strings/Violin+sordina_piombo/ordinario/Vn+SP-ord-D#4-mf-3c-N.wav,Strings,Violin Family,Vn,Violin,ord,ordinario,D#4,63.0,mf,2.0,2.0,SP,Piombo,3.0,False,2
